ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
21399,1,1,783,1770,987
21400,0,0,2,0,-2
21401,0,0,25,0,-25
21402,0,0,34,0,-34
21403,1,0,31,0,-31
21404,0,0,17,0,-17
21405,0,0,20,0,-20
21406,0,0,44,0,-44
21407,0,0,47,0,-47
21408,1,1,183,2831,2648
21409,0,0,37,0,-37
21410,1,1,592,1921,1329
21411,0,0,32,0,-32
21412,1,0,3,0,-3
21413,1,1,295,1400,1105
21414,0,0,11,0,-11
21415,0,0,10,0,-10
21416,0,0,10,0,-10
21417,1,1,1202,2604,1402
21418,0,0,57,0,-57
21419,0,0,97,0,-97
21420,0,0,22,0,-22
21421,1,0,123,0,-123
21422,1,0,74,0,-74
21423,0,0,7,0,-7
21424,1,1,276,1315,1039
21425,1,1,73,1254,1181
21426,1,1,807,1507,700
21427,0,0,277,0,-277
21428,0,0,34,0,-34
21429,1,0,17,0,-17
21430,1,1,856,2351,1495
21431,1,1,525,1558,1033
21432,1,0,47,0,-47
21433,1,0,33,0,-33
21434,1,0,66,0,-66
21435,1,1,1327,1565,238
21436,0,0,68,0,-68
21437,0,0,61,0,-61
21438,0,0,112,0,-112
21439,1,1,289,1632,1343
21440,0,0,23,0,-23
21441,1,1,213,2921,2708
21442,1,1,2103,3932,1829
21443,0,0,3,0,-3
21444,1,1,924,3604,2680
21445,1,0,23,0,-23
21446,0,0,84,0,-84
21447,1,1,151,1247,1096
21448,1,1,571,1246,675
21449,1,0,28,0,-28
21450,1,1,810,1541,731
21451,1,1,818,1317,499
21452,0,0,32,0,-32
21453,1,1,522,1284,762
21454,0,0,7,0,-7
21455,0,0,109,0,-109
21456,1,1,601,1296,695
21457,1,0,23,0,-23
21458,1,1,578,1510,932
21459,0,0,22,0,-22
21460,1,1,355,1295,940
21461,1,0,62,0,-62
21462,0,0,37,0,-37
21463,0,0,43,0,-43
21464,1,0,55,0,-55
21465,0,0,57,0,-57
21466,1,1,282,1548,1266
21467,1,0,16,0,-16
21468,1,0,52,0,-52
21469,1,1,106,1392,1286
21470,1,1,1613,2078,465
21471,1,1,1143,1907,764
21472,0,0,12,0,-12
21473,1,1,1463,3119,1656
21474,1,0,0,0,0
21475,1,0,12,0,-12
21476,0,0,85,0,-85
21477,1,0,126,0,-126
21478,1,0,1,0,-1
21479,0,0,2,0,-2
21480,1,0,79,0,-79
21481,1,1,54,1251,1197
21482,0,0,49,0,-49
21483,1,0,64,0,-64
21484,1,0,5,0,-5
21485,0,0,34,0,-34
21486,0,0,39,0,-39
21487,0,0,88,0,-88
21488,1,1,412,1614,1202
21489,0,0,32,0,-32
21490,1,0,9,0,-9
21491,1,0,22,0,-22
21492,1,1,792,1606,814
21493,1,1,304,1298,994
21494,1,1,364,1818,1454
21495,0,0,47,0,-47
21496,0,0,9,0,-9
21497,0,0,112,0,-112
21498,1,0,25,0,-25
21499,1,1,60,1380,1320
21500,0,0,29,0,-29
21501,1,0,7,0,-7
21502,0,0,16,0,-16
21503,1,1,318,1638,1320
21504,0,0,40,0,-40
21505,0,0,43,0,-43
21506,1,0,1,0,-1
21507,1,0,28,0,-28
21508,1,0,30,0,-30
21509,1,0,42,0,-42
21510,1,1,1958,1261,-697
21511,1,1,443,1566,1123
21512,0,0,95,0,-95
21513,0,0,70,0,-70
21514,0,0,169,0,-169
21515,1,0,36,0,-36
21516,1,1,1083,1607,524
21517,0,0,90,0,-90
21518,1,1,1077,1266,189
21519,0,0,58,0,-58
21520,1,1,748,1387,639
21521,1,1,224,1782,1558
21522,0,0,25,0,-25
21523,1,1,755,1349,594
21524,1,1,66,1666,1600
21525,1,1,126,1254,1128
21526,1,0,143,0,-143
21527,0,0,92,0,-92
21528,0,0,11,0,-11
21529,0,0,172,0,-172
21530,1,1,309,1288,979
21531,0,0,24,0,-24
21532,1,0,134,0,-134
21533,1,0,7,0,-7
21534,1,1,211,1264,1053
21535,1,0,61,0,-61
21536,1,1,392,1761,1369
21537,1,1,9,1334,1325
21538,0,0,1,0,-1
21539,0,0,14,0,-14
21540,1,0,11,0,-11
21541,0,0,69,0,-69
21542,1,1,47,1707,1660
21543,1,1,204,1307,1103
21544,1,0,44,0,-44
21545,0,0,55,0,-55
21546,1,0,135,0,-135
21547,1,0,0,0,0
21548,1,1,225,4435,4210
21549,1,0,51,0,-51
21550,1,0,10,0,-10
21551,0,0,136,0,-136
21552,1,1,627,1277,650
21553,0,0,78,0,-78
21554,0,0,18,0,-18
21555,0,0,16,0,-16
21556,1,1,117,1620,1503
21557,0,0,1,0,-1
21558,1,1,158,1513,1355
21559,1,1,144,2011,1867
21560,0,0,18,0,-18
21561,1,0,121,0,-121
21562,1,1,143,1689,1546
21563,1,1,555,1963,1408
21564,0,0,15,0,-15
21565,0,0,54,0,-54
21566,1,0,26,0,-26
21567,0,0,139,0,-139
21568,1,1,681,1271,590
21569,0,0,180,0,-180
21570,0,0,45,0,-45
21571,1,0,26,0,-26
21572,1,1,644,1473,829
21573,1,0,112,0,-112
21574,0,0,20,0,-20
21575,0,0,25,0,-25
21576,1,1,581,2703,2122
21577,1,0,55,0,-55
21578,1,1,498,1555,1057
21579,0,0,136,0,-136
21580,1,1,824,1370,546
21581,1,0,45,0,-45
21582,1,1,211,1316,1105
21583,1,1,153,1376,1223
21584,0,0,36,0,-36
21585,1,1,292,1336,1044
21586,1,0,1,0,-1
21587,1,0,12,0,-12
21588,1,1,157,1292,1135
21589,1,0,16,0,-16
21590,0,0,20,0,-20
21591,1,1,251,1293,1042
21592,1,0,2,0,-2
21593,0,0,25,0,-25
21594,0,0,35,0,-35
21595,1,0,51,0,-51
21596,0,0,5,0,-5
21597,0,0,56,0,-56
21598,1,0,114,0,-114
21599,0,0,2,0,-2
21600,1,0,1,0,-1
21601,1,0,45,0,-45
21602,1,1,75,1428,1353
21603,1,0,31,0,-31
21604,0,0,73,0,-73
21605,0,0,4,0,-4
21606,1,0,11,0,-11
21607,1,0,2,0,-2
21608,0,0,113,0,-113
21609,0,0,86,0,-86
21610,1,0,44,0,-44
21611,1,0,45,0,-45
21612,1,1,912,1421,509
21613,1,0,7,0,-7
21614,1,0,44,0,-44
21615,1,0,120,0,-120
21616,1,1,554,2538,1984
21617,0,0,62,0,-62
21618,0,0,31,0,-31
21619,1,0,27,0,-27
21620,0,0,13,0,-13
21621,1,0,32,0,-32
21622,1,0,88,0,-88
21623,1,1,56,1775,1719
21624,0,0,8,0,-8
21625,0,0,105,0,-105
21626,0,0,27,0,-27
21627,1,0,18,0,-18
21628,1,0,24,0,-24
21629,1,1,294,2177,1883
21630,1,1,438,1275,837
21631,0,0,156,0,-156
21632,1,1,445,1375,930
21633,0,0,57,0,-57
21634,1,0,52,0,-52
21635,1,0,39,0,-39
21636,1,0,8,0,-8
21637,0,0,63,0,-63
21638,0,0,15,0,-15
21639,1,0,54,0,-54
21640,1,0,22,0,-22
21641,1,0,24,0,-24
21642,0,0,6,0,-6
21643,0,0,107,0,-107
21644,1,0,319,0,-319
21645,1,1,5,1296,1291
21646,1,1,372,2570,2198
21647,1,0,24,0,-24
21648,1,0,58,0,-58
21649,0,0,9,0,-9
21650,1,1,1725,1403,-322
21651,1,1,30,1582,1552
21652,1,0,114,0,-114
21653,0,0,84,0,-84
21654,1,0,10,0,-10
21655,1,1,704,1305,601
21656,1,1,150,1331,1181
21657,1,0,7,0,-7
21658,0,0,4,0,-4
21659,1,0,90,0,-90
21660,1,0,153,0,-153
21661,1,0,26,0,-26
21662,1,0,20,0,-20
21663,0,0,118,0,-118
21664,0,0,59,0,-59
21665,0,0,27,0,-27
21666,0,0,48,0,-48
21667,1,1,218,1239,1021
21668,1,1,82,1251,1169
21669,0,0,39,0,-39
21670,1,1,601,1773,1172
21671,0,0,27,0,-27
21672,0,0,107,0,-107
21673,1,1,167,1757,1590
21674,0,0,23,0,-23
21675,1,0,226,0,-226
21676,1,1,537,1399,862
21677,0,0,23,0,-23
21678,0,0,6,0,-6
21679,0,0,16,0,-16
21680,0,0,31,0,-31
21681,1,0,59,0,-59
21682,1,1,517,1931,1414
21683,1,1,1073,1338,265
21684,1,1,399,1393,994
21685,1,1,185,3497,3312
21686,1,0,128,0,-128
21687,1,0,121,0,-121
21688,0,0,114,0,-114
21689,0,0,78,0,-78
21690,0,0,56,0,-56
21691,1,1,259,1588,1329
21692,1,1,1731,2014,283
21693,1,1,603,1360,757
21694,1,0,63,0,-63
21695,1,0,22,0,-22
21696,1,0,8,0,-8
21697,1,1,880,1581,701
21698,1,1,23,1311,1288
21699,1,1,979,1299,320
21700,1,0,54,0,-54
21701,1,1,812,1743,931
21702,1,1,1385,1396,11
21703,1,1,1068,1306,238
21704,0,0,0,0,0
21705,1,1,694,1271,577
21706,1,0,63,0,-63
21707,1,0,1,0,-1
21708,1,0,11,0,-11
21709,1,0,51,0,-51
21710,0,0,6,0,-6
21711,1,0,1,0,-1
21712,1,1,274,1374,1100
21713,1,1,127,1370,1243
21714,1,1,398,2200,1802
21715,0,0,27,0,-27
21716,0,0,25,0,-25
21717,0,0,7,0,-7
21718,1,0,48,0,-48
21719,1,0,89,0,-89
21720,0,0,1,0,-1
21721,1,0,20,0,-20
21722,1,1,940,1291,351
21723,0,0,1,0,-1
21724,1,0,6,0,-6
21725,0,0,24,0,-24
21726,1,1,627,1847,1220
21727,1,1,528,1258,730
21728,1,0,24,0,-24
21729,0,0,162,0,-162
21730,0,0,32,0,-32
21731,1,1,222,1742,1520
21732,1,1,1933,1366,-567
21733,1,0,21,0,-21
21734,0,0,9,0,-9
21735,1,1,615,3448,2833
21736,0,0,49,0,-49
21737,0,0,48,0,-48
21738,0,0,7,0,-7
21739,1,0,1,0,-1
21740,0,0,28,0,-28
21741,0,0,6,0,-6
21742,1,0,3,0,-3
21743,1,1,52,2060,2008
21744,1,0,26,0,-26
21745,0,0,12,0,-12
21746,0,0,40,0,-40
21747,1,0,81,0,-81
21748,1,1,472,1386,914
21749,1,0,17,0,-17
21750,1,1,178,2148,1970
21751,1,1,307,1404,1097
21752,1,1,865,1304,439
21753,1,0,57,0,-57
21754,0,0,20,0,-20
21755,1,0,29,0,-29
21756,0,0,4,0,-4
21757,0,0,62,0,-62
21758,0,0,24,0,-24
21759,1,1,103,1326,1223
21760,0,0,52,0,-52
21761,1,0,110,0,-110
21762,1,1,442,1276,834
21763,1,0,0,0,0
21764,1,1,367,1617,1250
21765,1,0,31,0,-31
21766,0,0,109,0,-109
21767,1,0,8,0,-8
21768,1,0,159,0,-159
21769,1,1,105,1486,1381
21770,1,0,44,0,-44
21771,1,0,9,0,-9
21772,0,0,10,0,-10
21773,1,1,85,1368,1283
21774,1,0,19,0,-19
21775,0,0,8,0,-8
21776,1,1,195,1316,1121
21777,1,1,2268,1385,-883
21778,0,0,1,0,-1
21779,0,0,59,0,-59
21780,1,1,1077,4310,3233
21781,1,1,119,1407,1288
21782,1,1,483,1301,818
21783,1,1,207,1451,1244
21784,1,0,13,0,-13
21785,1,0,12,0,-12
21786,1,1,1078,1779,701
21787,1,1,315,1255,940
21788,0,0,207,0,-207
21789,0,0,93,0,-93
21790,0,0,32,0,-32
21791,1,0,116,0,-116
21792,1,1,61,1410,1349
21793,1,1,378,1806,1428
21794,1,0,5,0,-5
21795,1,0,33,0,-33
21796,0,0,21,0,-21
21797,0,0,2,0,-2
21798,1,1,1595,8221,6626
21799,1,1,19,1259,1240
21800,0,0,95,0,-95
21801,1,1,1920,2034,114
21802,0,0,59,0,-59
21803,0,0,30,0,-30
21804,1,0,15,0,-15
21805,0,0,52,0,-52
21806,1,1,442,3451,3009
21807,1,1,376,1295,919
21808,1,1,1011,1269,258
21809,1,1,371,1650,1279
21810,0,0,43,0,-43
21811,1,0,8,0,-8
21812,1,1,637,1815,1178
21813,1,0,7,0,-7
21814,0,0,5,0,-5
21815,0,0,52,0,-52
21816,0,0,86,0,-86
21817,1,1,170,1612,1442
21818,1,0,37,0,-37
21819,0,0,133,0,-133
21820,0,0,106,0,-106
21821,1,1,206,1248,1042
21822,0,0,28,0,-28
21823,1,0,26,0,-26
21824,0,0,164,0,-164
21825,1,1,680,1392,712
21826,1,0,21,0,-21
21827,1,0,9,0,-9
21828,0,0,15,0,-15
21829,0,0,12,0,-12
21830,1,0,214,0,-214
21831,1,0,25,0,-25
21832,1,0,15,0,-15
21833,0,0,69,0,-69
21834,1,1,753,1451,698
21835,0,0,47,0,-47
21836,1,0,16,0,-16
21837,1,0,37,0,-37
21838,1,1,460,1446,986
21839,0,0,71,0,-71
21840,0,0,36,0,-36
21841,0,0,32,0,-32
21842,1,0,117,0,-117
21843,1,1,220,1324,1104
21844,0,0,44,0,-44
21845,1,0,24,0,-24
21846,1,1,74,1535,1461
21847,1,1,739,2107,1368
21848,1,0,50,0,-50
21849,1,0,102,0,-102
21850,0,0,6,0,-6
21851,1,1,460,1699,1239
21852,0,0,6,0,-6
21853,1,0,27,0,-27
21854,1,0,15,0,-15
21855,0,0,4,0,-4
21856,1,1,332,1444,1112
21857,1,1,674,1306,632
21858,1,0,56,0,-56
21859,1,0,7,0,-7
21860,1,0,115,0,-115
21861,1,0,186,0,-186
21862,0,0,126,0,-126
21863,1,0,19,0,-19
21864,0,0,36,0,-36
21865,0,0,2,0,-2
21866,0,0,127,0,-127
21867,1,0,69,0,-69
21868,0,0,40,0,-40
21869,0,0,125,0,-125
21870,1,0,55,0,-55
21871,1,1,566,1957,1391
21872,0,0,31,0,-31
21873,1,1,349,1588,1239
21874,1,0,56,0,-56
21875,1,0,1,0,-1
21876,1,1,905,1496,591
21877,0,0,95,0,-95
21878,0,0,10,0,-10
21879,0,0,20,0,-20
21880,0,0,112,0,-112
21881,0,0,39,0,-39
21882,0,0,6,0,-6
21883,1,1,1405,2236,831
21884,1,1,429,1333,904
21885,1,0,10,0,-10
21886,1,0,2,0,-2
21887,0,0,44,0,-44
21888,1,0,142,0,-142
21889,0,0,93,0,-93
21890,1,0,1,0,-1
21891,0,0,2,0,-2
21892,0,0,27,0,-27
21893,1,0,53,0,-53
21894,1,0,97,0,-97
21895,1,1,295,1752,1457
21896,1,1,49,1341,1292
21897,1,1,269,1800,1531
21898,1,0,6,0,-6
21899,0,0,25,0,-25
21900,0,0,17,0,-17
21901,1,1,2381,1383,-998
21902,1,0,73,0,-73
21903,1,0,50,0,-50
21904,0,0,123,0,-123
21905,0,0,79,0,-79
21906,0,0,21,0,-21
21907,0,0,58,0,-58
21908,1,1,1166,1250,84
21909,1,1,214,1663,1449
21910,1,1,406,1644,1238
21911,0,0,19,0,-19
21912,1,1,136,1288,1152
21913,1,0,52,0,-52
21914,1,0,115,0,-115
21915,0,0,73,0,-73
21916,1,0,2,0,-2
21917,0,0,71,0,-71
21918,0,0,5,0,-5
21919,0,0,74,0,-74
21920,1,0,0,0,0
21921,1,1,224,1249,1025
21922,1,1,75,1743,1668
21923,1,0,36,0,-36
21924,0,0,198,0,-198
21925,0,0,143,0,-143
21926,0,0,25,0,-25
21927,0,0,20,0,-20
21928,1,0,23,0,-23
21929,1,1,91,1388,1297
21930,0,0,6,0,-6
21931,1,1,524,1283,759
21932,0,0,4,0,-4
21933,0,0,63,0,-63
21934,1,0,10,0,-10
21935,1,0,13,0,-13
21936,1,0,23,0,-23
21937,0,0,4,0,-4
21938,1,1,773,1599,826
21939,1,1,197,1423,1226
21940,0,0,7,0,-7
21941,0,0,17,0,-17
21942,1,0,88,0,-88
21943,0,0,38,0,-38
21944,1,0,20,0,-20
21945,1,0,67,0,-67
21946,0,0,35,0,-35
21947,1,0,35,0,-35
21948,0,0,25,0,-25
21949,1,1,149,1619,1470
21950,1,0,163,0,-163
21951,1,1,224,1785,1561
21952,0,0,29,0,-29
21953,0,0,34,0,-34
21954,0,0,109,0,-109
21955,1,0,57,0,-57
21956,1,0,55,0,-55
21957,1,0,29,0,-29
21958,1,1,1219,1633,414
21959,0,0,129,0,-129
21960,1,0,13,0,-13
21961,0,0,37,0,-37
21962,1,1,587,2209,1622
21963,1,0,10,0,-10
21964,1,0,19,0,-19
21965,0,0,14,0,-14
21966,1,0,56,0,-56
21967,1,1,396,1301,905
21968,0,0,100,0,-100
21969,0,0,12,0,-12
21970,1,1,588,1323,735
21971,1,0,24,0,-24
21972,1,0,47,0,-47
21973,1,0,84,0,-84
21974,0,0,1,0,-1
21975,1,0,56,0,-56
21976,0,0,4,0,-4
21977,0,0,58,0,-58
21978,0,0,20,0,-20
21979,1,1,1735,1265,-470
21980,1,1,512,1377,865
21981,0,0,4,0,-4
21982,1,1,158,1361,1203
21983,1,0,7,0,-7
21984,1,0,8,0,-8
21985,1,1,579,1243,664
21986,1,1,459,1260,801
21987,0,0,17,0,-17
21988,1,0,43,0,-43
21989,1,0,22,0,-22
21990,1,1,569,1567,998
21991,0,0,39,0,-39
21992,1,1,488,1305,817
21993,1,1,304,1372,1068
21994,0,0,14,0,-14
21995,1,1,643,1325,682
21996,1,1,436,1457,1021
21997,0,0,119,0,-119
21998,1,0,99,0,-99
21999,0,0,38,0,-38
22000,0,0,26,0,-26
22001,0,0,16,0,-16
22002,1,1,322,2281,1959
22003,0,0,8,0,-8
22004,0,0,23,0,-23
22005,1,1,525,1308,783
22006,1,1,253,1251,998
22007,1,1,59,1669,1610
22008,1,0,6,0,-6
22009,0,0,78,0,-78
22010,0,0,6,0,-6
22011,0,0,8,0,-8
22012,0,0,28,0,-28
22013,0,0,10,0,-10
22014,0,0,13,0,-13
22015,1,1,532,1293,761
22016,1,0,165,0,-165
22017,1,1,1466,1475,9
22018,1,0,89,0,-89
22019,0,0,4,0,-4
22020,1,0,141,0,-141
22021,0,0,21,0,-21
22022,1,1,567,1320,753
22023,0,0,32,0,-32
22024,0,0,15,0,-15
22025,1,0,41,0,-41
22026,1,1,1044,2323,1279
22027,1,0,43,0,-43
22028,1,0,46,0,-46
22029,1,0,138,0,-138
22030,1,1,37,1774,1737
22031,0,0,22,0,-22
22032,1,1,325,1400,1075
22033,1,1,476,1396,920
22034,1,1,178,1863,1685
22035,1,1,43,1404,1361
22036,1,1,270,1526,1256
22037,1,0,26,0,-26
22038,1,0,0,0,0
22039,1,1,434,1441,1007
22040,0,0,61,0,-61
22041,1,0,253,0,-253
22042,0,0,35,0,-35
22043,0,0,62,0,-62
22044,1,0,3,0,-3
22045,0,0,14,0,-14
22046,0,0,18,0,-18
22047,1,0,190,0,-190
22048,0,0,58,0,-58
22049,1,1,988,1635,647
22050,1,1,403,1383,980
22051,0,0,45,0,-45
22052,1,1,855,1872,1017
22053,1,1,166,1448,1282
22054,1,1,353,1465,1112
22055,0,0,62,0,-62
22056,0,0,56,0,-56
22057,1,0,40,0,-40
22058,0,0,17,0,-17
22059,1,0,37,0,-37
22060,0,0,105,0,-105
22061,1,1,1341,1432,91
22062,0,0,49,0,-49
22063,0,0,20,0,-20
22064,0,0,10,0,-10
22065,0,0,21,0,-21
22066,0,0,55,0,-55
22067,1,1,624,1820,1196
22068,0,0,8,0,-8
22069,0,0,6,0,-6
22070,1,1,108,3803,3695
22071,1,1,335,1785,1450
22072,0,0,24,0,-24
22073,1,0,1,0,-1
22074,0,0,198,0,-198
22075,0,0,22,0,-22
22076,0,0,34,0,-34
22077,1,1,662,2376,1714
22078,1,1,108,1446,1338
22079,1,1,505,1252,747
22080,1,0,3,0,-3
22081,0,0,31,0,-31
22082,0,0,4,0,-4
22083,1,1,727,1509,782
22084,1,0,94,0,-94
22085,1,0,46,0,-46
22086,0,0,90,0,-90
22087,0,0,138,0,-138
22088,0,0,14,0,-14
22089,0,0,10,0,-10
22090,0,0,135,0,-135
22091,0,0,75,0,-75
22092,1,0,62,0,-62
22093,1,1,176,1766,1590
22094,0,0,56,0,-56
22095,1,0,19,0,-19
22096,1,0,20,0,-20
22097,0,0,7,0,-7
22098,0,0,23,0,-23
22099,0,0,97,0,-97
22100,1,0,13,0,-13
22101,1,1,514,1638,1124
22102,1,0,34,0,-34
22103,0,0,17,0,-17
22104,1,0,73,0,-73
22105,1,0,25,0,-25
22106,0,0,128,0,-128
22107,1,0,17,0,-17
22108,1,0,72,0,-72
22109,1,0,82,0,-82
22110,1,0,60,0,-60
22111,0,0,10,0,-10
22112,0,0,0,0,0
22113,1,1,279,1688,1409
22114,1,0,1,0,-1
22115,1,0,23,0,-23
22116,1,1,944,1427,483
22117,0,0,161,0,-161
22118,1,0,10,0,-10
22119,0,0,141,0,-141
22120,1,1,698,1256,558
22121,1,0,186,0,-186
22122,1,1,104,1284,1180
22123,1,1,1061,1723,662
22124,0,0,66,0,-66
22125,1,0,13,0,-13
22126,0,0,42,0,-42
22127,1,1,711,1662,951
22128,0,0,138,0,-138
22129,0,0,90,0,-90
22130,1,1,400,1779,1379
22131,0,0,121,0,-121
22132,1,0,38,0,-38
22133,0,0,46,0,-46
22134,1,0,57,0,-57
22135,1,1,698,1279,581
22136,1,1,60,1733,1673
22137,1,0,1,0,-1
22138,1,0,150,0,-150
22139,1,1,194,1931,1737
22140,0,0,29,0,-29
22141,1,1,447,1395,948
22142,1,0,35,0,-35
22143,1,1,763,1850,1087
22144,1,0,10,0,-10
22145,1,0,51,0,-51
22146,1,0,66,0,-66
22147,0,0,2,0,-2
22148,1,0,31,0,-31
22149,1,0,17,0,-17
22150,0,0,34,0,-34
22151,1,1,258,1645,1387
22152,0,0,45,0,-45
22153,1,1,177,1359,1182
22154,0,0,149,0,-149
22155,1,0,30,0,-30
22156,0,0,7,0,-7
22157,1,1,1084,1303,219
22158,0,0,6,0,-6
22159,1,1,299,1306,1007
22160,0,0,141,0,-141
22161,1,1,51,1503,1452
22162,1,0,19,0,-19
22163,0,0,22,0,-22
22164,1,1,610,12460,11850
22165,0,0,63,0,-63
22166,1,0,49,0,-49
22167,1,1,740,1489,749
22168,1,0,3,0,-3
22169,1,1,261,3089,2828
22170,1,0,18,0,-18
22171,1,1,265,1554,1289
22172,1,0,17,0,-17
22173,1,1,86,1425,1339
22174,1,0,215,0,-215
22175,1,1,148,1843,1695
22176,0,0,43,0,-43
22177,0,0,1,0,-1
22178,1,0,6,0,-6
22179,1,0,15,0,-15
22180,1,1,39,1303,1264
22181,1,0,5,0,-5
22182,0,0,26,0,-26
22183,1,1,500,1474,974
22184,1,1,621,1301,680
22185,1,0,0,0,0
22186,0,0,18,0,-18
22187,1,1,215,1778,1563
22188,0,0,33,0,-33
22189,0,0,56,0,-56
22190,0,0,122,0,-122
22191,1,1,582,1414,832
22192,1,1,1038,2933,1895
22193,0,0,8,0,-8
22194,1,1,144,1387,1243
22195,0,0,1,0,-1
22196,1,1,1095,2312,1217
22197,1,1,297,1431,1134
22198,0,0,87,0,-87
22199,1,0,103,0,-103
22200,1,1,632,1469,837
22201,0,0,81,0,-81
22202,1,1,97,1598,1501
22203,0,0,0,0,0
22204,1,0,24,0,-24
22205,1,0,43,0,-43
22206,0,0,116,0,-116
22207,0,0,14,0,-14
22208,1,0,13,0,-13
22209,1,1,606,1547,941
22210,1,1,115,1435,1320
22211,0,0,33,0,-33
22212,1,0,23,0,-23
22213,0,0,21,0,-21
22214,0,0,2,0,-2
22215,0,0,4,0,-4
22216,0,0,64,0,-64
22217,0,0,55,0,-55
22218,0,0,31,0,-31
22219,0,0,28,0,-28
22220,1,0,3,0,-3
22221,0,0,21,0,-21
22222,1,0,94,0,-94
22223,0,0,46,0,-46
22224,1,0,79,0,-79
22225,1,0,42,0,-42
22226,1,1,645,1513,868
22227,1,1,208,1423,1215
22228,0,0,100,0,-100
22229,0,0,6,0,-6
22230,1,1,301,1597,1296
22231,1,0,74,0,-74
22232,1,1,1001,1236,235
22233,0,0,28,0,-28
22234,0,0,84,0,-84
22235,0,0,150,0,-150
22236,0,0,185,0,-185
22237,0,0,23,0,-23
22238,0,0,15,0,-15
22239,0,0,8,0,-8
22240,0,0,44,0,-44
22241,1,0,9,0,-9
22242,0,0,34,0,-34
22243,0,0,31,0,-31
22244,1,1,574,2906,2332
22245,0,0,19,0,-19
22246,0,0,8,0,-8
22247,1,0,4,0,-4
22248,0,0,22,0,-22
22249,1,0,129,0,-129
22250,1,0,247,0,-247
22251,0,0,32,0,-32
22252,1,1,637,4705,4068
22253,0,0,16,0,-16
22254,0,0,25,0,-25
22255,1,1,711,1472,761
22256,1,0,27,0,-27
22257,0,0,130,0,-130
22258,1,0,73,0,-73
22259,0,0,11,0,-11
22260,0,0,7,0,-7
22261,1,0,10,0,-10
22262,1,0,7,0,-7
22263,0,0,27,0,-27
22264,1,0,28,0,-28
22265,1,1,1251,1430,179
22266,1,0,15,0,-15
22267,1,0,77,0,-77
22268,1,0,62,0,-62
22269,1,1,186,1365,1179
22270,1,0,15,0,-15
22271,1,1,254,1286,1032
22272,1,1,13,1318,1305
22273,1,0,31,0,-31
22274,1,1,1715,1440,-275
22275,1,0,38,0,-38
22276,1,0,7,0,-7
22277,0,0,29,0,-29
22278,1,1,481,1339,858
22279,0,0,100,0,-100
22280,0,0,100,0,-100
22281,1,1,276,2216,1940
22282,1,1,37,1365,1328
22283,1,1,440,1246,806
22284,1,1,54,1357,1303
22285,1,1,523,1274,751
22286,1,0,59,0,-59
22287,1,1,97,2203,2106
22288,1,0,53,0,-53
22289,0,0,0,0,0
22290,1,1,716,4919,4203
22291,0,0,7,0,-7
22292,0,0,45,0,-45
22293,1,0,33,0,-33
22294,1,1,113,1508,1395
22295,1,0,5,0,-5
22296,1,0,0,0,0
22297,1,0,32,0,-32
22298,1,0,3,0,-3
22299,0,0,6,0,-6
22300,1,1,171,1533,1362
22301,1,1,119,1554,1435
22302,0,0,79,0,-79
22303,0,0,80,0,-80
22304,0,0,26,0,-26
22305,1,1,366,1385,1019
22306,0,0,22,0,-22
22307,1,0,57,0,-57
22308,0,0,7,0,-7
22309,1,0,38,0,-38
22310,0,0,22,0,-22
22311,1,0,95,0,-95
22312,1,1,660,1539,879
22313,1,0,20,0,-20
22314,0,0,51,0,-51
22315,0,0,18,0,-18
22316,1,1,489,1761,1272
22317,0,0,7,0,-7
22318,0,0,1,0,-1
22319,0,0,32,0,-32
22320,0,0,34,0,-34
22321,1,1,285,1377,1092
22322,0,0,286,0,-286
22323,0,0,78,0,-78
22324,0,0,5,0,-5
22325,0,0,26,0,-26
22326,0,0,39,0,-39
22327,0,0,1,0,-1
22328,1,1,2187,1337,-850
22329,1,1,21,1850,1829
22330,1,1,223,1710,1487
22331,0,0,77,0,-77
22332,0,0,3,0,-3
22333,1,1,162,1691,1529
22334,0,0,44,0,-44
22335,1,0,15,0,-15
22336,1,1,783,1526,743
22337,1,0,0,0,0
22338,1,0,8,0,-8
22339,0,0,32,0,-32
22340,1,1,625,1557,932
22341,0,0,25,0,-25
22342,0,0,15,0,-15
22343,0,0,5,0,-5
22344,1,1,1435,1980,545
22345,0,0,41,0,-41
22346,1,0,19,0,-19
22347,0,0,46,0,-46
22348,0,0,157,0,-157
22349,1,1,468,1270,802
22350,1,1,1156,1280,124
22351,1,0,9,0,-9
22352,1,0,5,0,-5
22353,1,1,393,1525,1132
22354,1,1,152,1321,1169
22355,1,1,275,1356,1081
22356,1,0,70,0,-70
22357,0,0,77,0,-77
22358,0,0,105,0,-105
22359,1,0,130,0,-130
22360,0,0,2,0,-2
22361,0,0,26,0,-26
22362,1,1,1730,1716,-14
22363,0,0,49,0,-49
22364,1,1,300,1442,1142
22365,1,0,7,0,-7
22366,1,1,299,1366,1067
22367,1,0,32,0,-32
22368,1,0,73,0,-73
22369,1,0,19,0,-19
22370,1,1,339,1913,1574
22371,0,0,3,0,-3
22372,0,0,61,0,-61
22373,1,0,62,0,-62
22374,0,0,24,0,-24
22375,0,0,38,0,-38
22376,0,0,1,0,-1
22377,0,0,33,0,-33
22378,1,0,13,0,-13
22379,0,0,45,0,-45
22380,1,1,523,1704,1181
